NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 1-SFP,-1.0,-13.2,23.2,35.7,3.21,NA,NA,NA,NA,NA
Sheberta_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Katarbei,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-5.1,16.5,28.8,3.27,NA,NA,NA,NA,NA
Katarbei,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 1-SFP,-0.1,-13.8,21.9,29.3,3.21,NA,NA,NA,NA,NA
Katarbei,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Rubahino_BG,XS A:SAM_16,oPort 1-SFP,0.5,-9.1,20.9,44.9,3.31,NA,NA,NA,NA,NA
Rubahino_BG,XS B:SAM_16,oPort 1-SFP,0.5,-12.6,20.4,40.0,3.31,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.0,33.9,3.27,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Vodopad,XS A:SAM_16,oPort 1-SFP,0.4,-11.2,23.3,47.3,3.31,NA,NA,NA,NA,NA
Vodopad,XS B:SAM_16,oPort 1-SFP,0.6,-17.9,23.3,43.9,3.31,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-5.4,12.9,35.6,3.27,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Silikatnaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-10.8,22.5,43.0,3.3,NA,NA,NA,NA,NA
Silikatnaya_BG,XS B:SAM_16,oPort 1-SFP,0.5,-17.2,21.2,40.8,3.32,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,13.6,31.5,3.27,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.7,23.5,52.2,3.3,NA,NA,NA,NA,NA
Taishet_BG,XS B:SAM_16,oPort 1-SFP,0.5,-9.7,24.2,48.6,3.31,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.2,39.6,3.26,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 1-SFP,-9.7,-20.0,17.0,36.8,3.25,NA,NA,NA,NA,NA
Taishet_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Birusa_2,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Birusa_2,XS B:SAM_16,oPort 1-SFP,0.5,-12.0,22.9,46.8,3.31,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.6,39.2,3.27,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Irkutskaya_BG_1,A1:SAM_4,oPort 1-SFP,-11.2,-11.6,25.4,41.5,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,33.6,3.32,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 1-SFP,2.1,-16.7,30.7,30.9,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 2-SFP,-10.7,-11.8,16.0,35.1,3.3,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A1:SAM_4,oPort 1-SFP,-10.0,-11.0,30.4,33.6,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,31.2,3.35,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 1-SFP,2.1,-18.3,29.7,30.6,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 2-SFP,-2.5,-17.9,21.1,30.5,3.34,NA,NA,NA,NA,NA
UES_BG_1,A1:SAM_1,oPort 1-SFP,-9.3,-12.6,17.5,37.1,3.3,NA,NA,NA,NA,NA
UES_BG_1,A2:SAM_1,oPort 1-SFP,-11.6,-10.1,15.7,37.3,3.3,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 1-SFP,2.1,-21.3,28.5,38.1,3.23,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 2-SFP,2.0,-3.5,16.3,27.2,3.2,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 3-SFP,-0.2,-9.6,25.6,40.2,3.2,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
UES_BG_2,A1:SAM_1,oPort 1-SFP,-10.2,-10.8,18.8,37.4,3.33,NA,NA,NA,NA,NA
UES_BG_2,A2:SAM_1,oPort 1-SFP,-2.6,-12.9,21.3,44.9,3.34,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 1-SFP,2.6,-21.9,14.1,26.3,3.26,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 2-SFP,-11.1,-11.1,16.3,36.5,3.25,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 3-SFP,-2.1,-8.6,25.8,43.8,3.22,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
Studencheskaya,A1:SAM_1,oPort 1-SFP,3.1,-22.4,14.6,25.1,3.31,NA,NA,NA,NA,NA
Studencheskaya,A2:SAM_1,oPort 1-SFP,2.3,-22.8,29.2,27.8,3.39,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 1-SFP,2.3,-19.0,27.5,44.6,3.31,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 2-SFP,-10.0,-23.0,16.6,34.3,3.3,NA,NA,NA,NA,NA
Studencheskaya_2,A1:SAM_1,oPort 1-SFP,-11.6,-11.8,15.5,32.8,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,A2:SAM_1,oPort 1-SFP,-10.7,-11.3,18.5,32.8,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 1-SFP,1.5,-19.1,33.5,45.6,3.29,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 2-SFP,2.3,-15.8,32.5,46.3,3.29,NA,NA,NA,NA,NA
Kirovskaya,A1:SAM_1,oPort 1-SFP,1.5,-21.0,29.4,38.5,3.32,NA,NA,NA,NA,NA
Kirovskaya,A2:SAM_1,oPort 1-SFP,1.7,-10.8,28.2,30.1,3.32,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 1-SFP,1.3,-4.9,29.6,32.5,3.3,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 2-SFP,2.2,-6.0,30.0,31.8,3.3,NA,NA,NA,NA,NA
Kirovskaya_2,A1:SAM_1,oPort 1-SFP,-9.6,-13.2,17.4,27.6,3.31,NA,NA,NA,NA,NA
Kirovskaya_2,A2:SAM_1,oPort 1-SFP,0.7,-11.1,12.0,14.2,3.32,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 1-SFP,1.8,-5.7,29.9,32.9,3.28,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 2-SFP,2.4,-5.0,34.1,33.0,3.28,NA,NA,NA,NA,NA
Oktyabrskaya,A1:SAM_1,oPort 1-SFP,2.7,-11.5,26.9,32.8,3.31,NA,NA,NA,NA,NA
Oktyabrskaya,A2:SAM_1,oPort 1-SFP,1.6,-5.0,27.3,32.8,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A1:SAM_1,oPort 1-SFP,1.8,-14.0,24.8,30.8,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A2:SAM_1,oPort 1-SFP,1.5,-4.1,24.1,29.7,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya,A1:SAM_1,oPort 1-SFP,1.6,-11.0,26.5,37.3,3.32,NA,NA,NA,NA,NA
Pravoberezhnaya,A2:SAM_1,oPort 1-SFP,-9.8,-17.5,15.4,40.0,3.34,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 1-SFP,1.6,-5.3,27.3,39.8,3.3,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 2-SFP,3.6,-5.2,28.5,37.3,3.36,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-10.6,26.8,38.4,3.32,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A2:SAM_1,oPort 1-SFP,-9.4,-18.7,15.9,43.2,3.33,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 1-SFP,3.3,-8.9,16.8,33.4,3.27,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 2-SFP,3.5,-6.5,28.9,34.5,3.33,NA,NA,NA,NA,NA
Pivovariha,A1:SAM_1,oPort 1-SFP,-9.9,-13.9,7.3,36.9,3.33,NA,NA,NA,NA,NA
Pivovariha,A2:SAM_1,oPort 1-SFP,1.6,-16.5,32.0,55.0,3.3,NA,NA,NA,NA,NA
Pivovariha_2,A1:SAM_1,oPort 1-SFP,-9.8,-15.2,7.4,38.7,3.34,NA,NA,NA,NA,NA
Pivovariha_2,A2:SAM_1,oPort 1-SFP,2.2,-16.3,34.3,57.8,3.32,NA,NA,NA,NA,NA
Vostochnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-8.1,24.5,34.4,3.35,NA,NA,NA,NA,NA
Vostochnaya_2,A2:SAM_1,oPort 1-SFP,-11.0,-18.4,6.1,34.0,3.32,NA,NA,NA,NA,NA
Vostochnaya,A1:SAM_1,oPort 1-SFP,-1.6,-13.7,17.9,38.2,3.27,NA,NA,NA,NA,NA
Vostochnaya,A2:SAM_1,oPort 1-SFP,-11.7,-15.6,14.9,33.2,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A1:SAM_1,oPort 1-SFP,-11.8,-16.7,16.5,27.9,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-17.8,27.8,35.5,3.31,NA,NA,NA,NA,NA
Pokrovskaya,A1:SAM_1,oPort 1-SFP,-10.8,-15.1,15.6,30.6,3.32,NA,NA,NA,NA,NA
Pokrovskaya,A2:SAM_1,oPort 1-SFP,-10.5,-17.9,16.3,30.2,3.32,NA,NA,NA,NA,NA
Pivzavod,A1:SAM_1,oPort 1-SFP,2.2,-14.3,28.4,52.2,3.33,NA,NA,NA,NA,NA
Pivzavod,A2:SAM_1,oPort 1-SFP,2.3,-25.4,34.0,42.3,3.44,NA,NA,NA,NA,NA
Pivzavod_2,A1:SAM_1,oPort 1-SFP,0.8,-9.7,23.1,43.4,3.32,NA,NA,NA,NA,NA
Pivzavod_2,A2:SAM_1,oPort 1-SFP,2.3,-25.1,25.9,31.1,3.38,NA,NA,NA,NA,NA
Centralnaya,A1:SAM_1,oPort 1-SFP,2.2,-11.7,24.7,39.1,3.33,NA,NA,NA,NA,NA
Centralnaya,A2:SAM_1,oPort 1-SFP,0.8,-7.9,20.3,37.3,3.36,NA,NA,NA,NA,NA
Centralnaya_2,A1:SAM_1,oPort 1-SFP,1.1,-10.6,25.7,38.8,3.33,NA,NA,NA,NA,NA
Centralnaya_2,A2:SAM_1,oPort 1-SFP,2.0,-5.0,23.1,38.6,3.32,NA,NA,NA,NA,NA
Rabochaya,A1:SAM_1,oPort 1-SFP,2.1,-8.7,23.3,39.8,3.31,NA,NA,NA,NA,NA
Rabochaya,A2:SAM_1,oPort 1-SFP,2.4,-10.5,28.8,21.6,3.39,NA,NA,NA,NA,NA
Rabochaya_2,A1:SAM_1,oPort 1-SFP,1.8,-5.4,21.9,38.0,3.32,NA,NA,NA,NA,NA
Rabochaya_2,A2:SAM_1,oPort 1-SFP,1.6,-11.5,27.1,39.7,3.32,NA,NA,NA,NA,NA
Znamenskaya,A1:SAM_1,oPort 1-SFP,2.1,-16.2,24.0,45.4,3.33,NA,NA,NA,NA,NA
Znamenskaya,A2:SAM_1,oPort 1-SFP,3.0,-9.9,26.9,47.9,3.34,NA,NA,NA,NA,NA
Znamenskaya,IOM:SMD1H,oPort 1-SFP,,,,,,,,,,
Znamenskaya,IOM:SMD1H,oPort 2-SFP,,,,,,,,,,
Znamenskaya_2,A1:SAM_1,oPort 1-SFP,1.6,-11.9,22.6,43.3,3.32,NA,NA,NA,NA,NA
Znamenskaya_2,A2:SAM_1,oPort 1-SFP,2.6,-3.7,31.6,44.4,3.32,NA,NA,NA,NA,NA
Karluk,A1:SAM_1,oPort 1-SFP,1.5,-28.9,35.1,32.4,3.39,NA,NA,NA,NA,NA
Karluk,A2:SAM_1,oPort 1-SFP,1.0,-2.1,21.1,37.0,3.29,NA,NA,NA,NA,NA
Karluk_2,A1:SAM_1,oPort 1-SFP,1.5,-22.3,35.0,34.0,3.39,NA,NA,NA,NA,NA
Karluk_2,A2:SAM_1,oPort 1-SFP,1.0,-5.2,21.7,37.2,3.3,NA,NA,NA,NA,NA
Homutovo,A1:SAM_1,oPort 1-SFP,1.0,-1.2,15.7,30.6,3.29,NA,NA,NA,NA,NA
Homutovo,A2:SAM_1,oPort 1-SFP,1.0,-1.6,16.6,30.5,3.28,NA,NA,NA,NA,NA
Homutovo_2,A1:SAM_1,oPort 1-SFP,1.0,-2.8,19.0,31.9,3.3,NA,NA,NA,NA,NA
Homutovo_2,A2:SAM_1,oPort 1-SFP,-0.1,-5.5,17.4,32.3,3.31,NA,NA,NA,NA,NA
Bytovaya,A1:SAM_1,oPort 1-SFP,-11.2,-13.8,17.1,36.3,3.32,NA,NA,NA,NA,NA
Bytovaya,A2:SAM_1,oPort 1-SFP,-11.7,-11.9,16.5,36.2,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A1:SAM_1,oPort 1-SFP,-11.4,-22.4,15.9,36.2,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-14.8,16.1,36.3,3.32,NA,NA,NA,NA,NA
Melnikovo,A1:SAM_1,oPort 1-SFP,2.2,-7.1,21.8,41.1,3.33,NA,NA,NA,NA,NA
Melnikovo,A2:SAM_1,oPort 1-SFP,0.9,-6.1,14.6,37.2,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A1:SAM_1,oPort 1-SFP,2.2,-12.3,28.4,28.3,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A2:SAM_1,oPort 1-SFP,1.7,-9.6,18.2,33.0,3.37,NA,NA,NA,NA,NA
IGES_2,A1:SAM_4,oPort 1-SFP,1.4,-13.5,30.1,41.3,3.3,NA,NA,NA,NA,NA
IGES_2,A2:SAM_4,oPort 1-SFP,-10.0,-10.0,10.4,20.4,3.29,NA,NA,NA,NA,NA
PRES,A1:SAM_4,oPort 1-SFP,1.4,-10.8,30.2,56.9,3.25,NA,NA,NA,NA,NA
PRES,A2:SAM_4,oPort 1-SFP,1.2,-13.5,30.2,49.7,3.25,NA,NA,NA,NA,NA
NITEC,A1:SAM_1,oPort 1-SFP,2.0,-7.6,24.0,33.3,3.31,NA,NA,NA,NA,NA
NITEC,A2:SAM_1,oPort 1-SFP,-10.6,-10.6,22.1,44.0,3.33,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 1-SFP,-40.0,-40.0,4.0,22.3,3.28,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-34.0,-40.0,4.0,21.9,3.28,NA,NA,NA,NA,NA
NovayaLisiha,A1:SAM_1,oPort 1-SFP,-10.6,-17.8,7.6,37.8,3.32,NA,NA,NA,NA,NA
NovayaLisiha,A2:SAM_1,oPort 1-SFP,-0.5,-12.9,23.4,36.7,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A1:SAM_1,oPort 1-SFP,-10.7,-16.8,7.3,37.6,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A2:SAM_1,oPort 1-SFP,-1.3,-11.1,23.4,38.7,3.3,NA,NA,NA,NA,NA
Stolbovo,A1:SAM_1,oPort 1-SFP,-1.6,-13.0,16.5,31.7,3.27,NA,NA,NA,NA,NA
Stolbovo,A2:SAM_1,oPort 1-SFP,-2.0,-11.6,20.9,34.1,3.28,NA,NA,NA,NA,NA
Stolbovo_2,A1:SAM_1,oPort 1-SFP,2.0,-9.8,28.2,29.9,3.32,NA,NA,NA,NA,NA
Stolbovo_2,A2:SAM_1,oPort 1-SFP,-2.0,-16.1,23.1,28.0,3.35,NA,NA,NA,NA,NA
TEC-7,A1:SAM_1,oPort 1-SFP,-10.7,-17.4,9.8,39.7,3.38,NA,NA,NA,NA,NA
TEC-7,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,31.0,3.31,NA,NA,NA,NA,NA
NITEC_2,A1:SAM_1,oPort 1-SFP,-11.5,-11.2,23.4,36.5,3.32,NA,NA,NA,NA,NA
NITEC_2,A2:SAM_1,oPort 1-SFP,2.1,-15.7,22.7,34.9,3.29,NA,NA,NA,NA,NA
ATS-24,A1:SAM_1,oPort 1-SFP,-10.6,-12.0,7.6,33.4,3.29,NA,NA,NA,NA,NA
ATS-24,A2:SAM_1,oPort 1-SFP,-10.9,-11.6,5.9,32.6,3.28,NA,NA,NA,NA,NA
CUS_BG,XS A:SAM_4,oPort 1-SFP,-10.1,-11.1,9.3,24.7,3.23,NA,NA,NA,NA,NA
CUS_BG,XS B:SAM_4,oPort 1-SFP,1.3,-9.8,30.1,44.5,3.22,NA,NA,NA,NA,NA
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 1-SFP,,,,,,,,,,
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,21.7,3.28,NA,NA,NA,NA,NA
Birusa,A1:SAM_1,oPort 1-SFP,-11.6,-18.2,27.3,42.8,3.28,NA,NA,NA,NA,NA
Birusa,A2:SAM_4,oPort 1-SFP,-0.1,-15.8,12.0,29.2,3.29,NA,NA,NA,NA,NA
Klyuchi,A1:SAM_1,oPort 1-SFP,-10.7,-14.9,27.0,35.9,3.32,NA,NA,NA,NA,NA
Klyuchi,A2:SAM_1,oPort 1-SFP,-2.0,-14.2,10.2,27.4,3.3,NA,NA,NA,NA,NA
TEC-12,A1:SAM_1,oPort 1-SFP,-10.7,-10.1,24.3,36.3,3.28,NA,NA,NA,NA,NA
SES,A1:SAM_4,oPort 1-SFP,-10.4,-13.1,23.7,38.0,3.26,NA,NA,NA,NA,NA
SES,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,43.8,3.29,NA,NA,NA,NA,NA
